Hospital Name,State,County,Latitude,Longitude,Year,Total Surgeries for All Cancer Types,Bladder,Brain,Breast,Colon,Esophagus,Liver,Lung,Pancreas,Prostate,Rectum,Stomach
West Hills Hospital and Medical Center,,Los Angeles,34.20365,-118.6294,2015,67,0,3,48,12,0,0,1,0,0,2,1
West Hills Hospital and Medical Center,,Los Angeles,34.20365,-118.6294,2016,91,0,7,50,22,0,1,2,0,1,7,1
West Hills Hospital and Medical Center,,Los Angeles,34.20365,-118.6294,2017,92,0,14,47,19,0,0,6,0,2,4,0
Western Medical Center Anaheim,,Orange,33.8209,-117.90921,2013,8,0,0,5,2,0,0,1,0,0,0,0
Western Medical Center Anaheim,,Orange,33.8209,-117.90921,2014,9,0,0,3,5,0,0,0,0,0,1,0
Western Medical Center – Santa Ana,,Orange,33.75361,-117.83398,2013,36,0,8,16,6,0,1,2,0,0,1,2
Western Medical Center – Santa Ana,,Orange,33.75361,-117.83398,2014,52,0,7,31,11,0,0,1,0,1,0,1
White Memorial Medical Center,,Los Angeles,34.051,-118.21739,2013,117,0,9,77,16,2,0,8,0,0,4,1
White Memorial Medical Center,,Los Angeles,34.051,-118.21739,2014,129,0,11,79,24,1,0,2,0,1,3,8
White Memorial Medical Center,,Los Angeles,34.051,-118.21739,2015,107,1,6,74,16,1,0,2,0,0,2,5
White Memorial Medical Center,,Los Angeles,34.051,-118.21739,2016,145,1,10,88,17,0,1,5,2,0,16,5
White Memorial Medical Center,,Los Angeles,34.051,-118.21739,2017,168,1,12,96,22,0,2,1,1,4,23,6
Whittier Hospital Medical Center,,Los Angeles,33.95379,-118.00303,2013,30,0,0,12,11,0,0,0,0,0,7,0
Whittier Hospital Medical Center,,Los Angeles,33.95379,-118.00303,2014,31,0,0,16,7,0,0,0,0,0,5,3
Whittier Hospital Medical Center,,Los Angeles,33.95379,-118.00303,2015,31,0,0,13,9,0,0,3,0,0,5,1
Whittier Hospital Medical Center,,Los Angeles,33.95379,-118.00303,2016,51,0,0,23,14,0,1,2,0,2,5,4
Whittier Hospital Medical Center,,Los Angeles,33.95379,-118.00303,2017,43,0,0,18,12,0,0,3,0,0,6,4
Woodland Memorial Hospital,,Yolo,38.66284,-121.7933,2013,86,0,0,72,8,0,0,3,0,1,1,1
Woodland Memorial Hospital,,Yolo,38.66284,-121.7933,2014,67,0,0,46,10,0,0,2,0,1,8,0
Woodland Memorial Hospital,,Yolo,38.66284,-121.7933,2015,51,0,0,34,10,0,0,1,0,0,5,1
Woodland Memorial Hospital,,Yolo,38.66284,-121.7933,2016,72,0,0,53,12,0,0,0,0,0,6,1
Woodland Memorial Hospital,,Yolo,38.66284,-121.7933,2017,54,0,0,42,6,0,0,0,0,0,6,0
